INSTNM	LOCALE	LATITUDE	LONGITUDE
Pennsylvania College of Art and Design	13	40.0411	-76.3084
University of Pennsylvania	11	39.951	-75.1936
Philadelphia University	11	40.0216	-75.1927
The University of the Arts	11	39.946	-75.1659
Cairn University-Langhorne	21	40.1658	-74.9095
Philadelphia College of Osteopathic Medicine	11	40.0063	-75.2142
University of the Sciences	11	39.9466	-75.2082
Community College of Philadelphia	11	39.9624	-75.1661
University of Pittsburgh-Bradford	33	41.9442	-78.673
University of Pittsburgh-Greensburg	21	40.2928	-79.5358
University of Pittsburgh-Johnstown	23	40.2686	-78.8326
University of Pittsburgh-Pittsburgh Campus	11	40.4445	-79.9547
University of Pittsburgh-Titusville	33	41.6285	-79.6669
Beaver Falls Beauty Academy	21	40.7542	-80.3203
Pittsburgh Institute of Aeronautics	21	40.3505	-79.927
Pittsburgh Institute of Mortuary Science Inc	11	40.4593	-79.9306
Pittsburgh Technical Institute	41	40.4228	-80.1919
Pittsburgh Theological Seminary	11	40.4672	-79.9209
Prism Career Institute-Upper Darby	21	39.9619	-75.2578
Point Park University	11	40.4385	-80.0015
Joseph F McCloskey School of Nursing at Schuylkill Health	32	40.684	-76.189
The Salon Professional Academy-Altoona	13	40.513	-78.3972
Reading Area Community College	13	40.3343	-75.9347
Reading Hospital School of Health Sciences	13	40.3257	-75.9503
Reconstructionist Rabbinical College	21	40.0861	-75.151
Reformed Presbyterian Theological Seminary	11	40.4479	-79.8973
The Restaurant School at Walnut Hill College	11	39.9551	-75.2075
Kaplan Career Institute-Broomall	21	39.9619	-75.3555
Robert Morris University	21	40.5211	-80.2118
Rosedale Technical Institute	21	40.4521	-80.1039
Rosemont College	21	40.0348	-75.3299
Saint Francis University	31	40.5028	-78.6385
Saint Joseph's University	11	39.9944	-75.2383
Saint Vincent College	21	40.2925	-79.4037
Saint Vincent Seminary	21	40.2927	-79.4038
Schuylkill Technology Center	41	40.7757	-76.2294
University of Scranton	13	41.4072	-75.658
Seton Hill University	21	40.3086	-79.5562
University of Pittsburgh Medical Center-Shadyside School of Nursing	11	40.4544	-79.9408
Sharon Regional Health System School of Nursing	21	41.232	-80.496
Laurel Technical Institute	21	41.2379	-80.4807
Shippensburg University of Pennsylvania	31	40.0574	-77.5229
Slippery Rock University of Pennsylvania	32	41.0608	-80.0518
Saint Charles Borromeo Seminary-Overbrook	21	39.9913	-75.2557
South Hills Beauty Academy Inc	21	40.3895	-80.0418
South Hills School of Business & Technology	13	40.775	-77.8555
St Lukes Hospital School of Nursing	21	40.6082	-75.3924
Stroudsburg School of Cosmetology	23	40.9862	-75.1971
Susquehanna University	32	40.7977	-76.8752
Swarthmore College	21	39.9041	-75.3561
Thaddeus Stevens College of Technology	13	40.0367	-76.2891
Talmudical Yeshiva of Philadelphia	11	39.9895	-75.248
Temple University	11	39.9809	-75.1583
Thiel College	31	41.4131	-80.3821
Thomas Jefferson University	11	39.9491	-75.1581
Fortis Institute-Erie	22	42.0604	-80.2043
Triangle Tech Inc-Erie	12	42.1119	-80.095
Triangle Tech Inc-Pittsburgh	11	40.462	-80.0127
Triangle Tech Inc-Greensburg	21	40.3031	-79.5401
Triangle Tech Inc-Dubois	33	41.1465	-78.7943
Trinity Episcopal School for Ministry	21	40.5937	-80.2293
Ursinus College	21	40.1941	-75.4557
Valley Forge Christian College	21	40.1183	-75.5486
Valley Forge Military College	21	40.0537	-75.3821
Venus Beauty Academy	21	39.909	-75.272
Villanova University	21	40.0394	-75.3455
Washington Hospital School of Nursing	21	40.1836	-80.2471
Washington Hospital School of Radiography	21	40.1834	-80.2464
Washington & Jefferson College	21	40.1719	-80.2404
Waynesburg University	32	39.8994	-80.1873
Welder Training and Testing Institute	12	40.6265	-75.4473
West Chester University of Pennsylvania	21	39.9491	-75.5946
Western Pennsylvania Hospital School of Nursing	11	40.4623	-79.9455
Sanford-Brown Institute-Pittsburgh	11	40.4428	-79.9962
Westminster College	31	41.1185	-80.3314
Westminster Theological Seminary	21	40.0986	-75.1764
Westmoreland County Community College	41	40.2343	-79.5649
Widener University-Main Campus	21	39.8616	-75.3567
Wilkes University	13	41.2432	-75.8883
Wilson College	13	39.9475	-77.6581
Yeshivath Beth Moshe	13	41.3946	-75.6566
York College Pennsylvania	22	39.9467	-76.7273
YTI Career Institute-York	22	39.9924	-76.6603
Yorktowne Business Institute	22	39.9781	-76.7344
Empire Beauty School-Providence	12	41.8217	-71.4223
Brown University	12	41.8276	-71.4045
Bryant University	21	41.9201	-71.5391
Johnson & Wales University-Providence	12	41.8206	-71.4133
Sanford-Brown Institute-Cranston	21	41.8001	-71.4432
New England Institute of Technology	21	41.7151	-71.4452
New England Tractor Trailer Training School of Rhode Island	21	41.8803	-71.4059
Newport School of Hairdressing-Main Campus	21	41.8773	-71.3848
Providence College	12	41.8441	-71.4379
Rhode Island College	21	41.8427	-71.4669
Community College of Rhode Island	13	41.7128	-71.4815
University of Rhode Island	21	41.4816	-71.5311
Rhode Island School of Design	12	41.8259	-71.4077
Roger Williams University	21	41.6473	-71.2618
Salve Regina University	21	41.4714	-71.3011
St Joseph School of Nursing	21	41.8561	-71.4594
Empire Beauty School-Warwick	13	41.7037	-71.4933
Northpoint Bible College	21	42.7654	-71.0793
Aiken Technical College	41	33.5336	-81.8424
Allen University	12	34.0103	-81.02
Anderson University	13	34.5155	-82.6402
Charleston Southern University	13	32.982	-80.0693
Technical College of the Lowcountry	32	32.4202	-80.6895
Benedict College	12	34.0113	-81.0214
Bob Jones University	13	34.874	-82.3633
Southern Wesleyan University	21	34.7281	-82.7616
Charleston Cosmetology Institute	21	32.9173	-80.1122
College of Charleston	12	32.7831	-79.9373
Charzanne Beauty College	32	34.212	-82.1361
Northeastern Technical College	41	34.6982	-79.9392
Citadel Military College of South Carolina	12	32.797	-79.9614
Claflin University	32	33.4974	-80.8544
Clemson University	21	34.6773	-82.8345
Clinton College	13	34.9137	-81.0435
Coker College	32	34.3771	-80.0677
Columbia International University	12	34.0812	-81.0695
Columbia College	12	34.0629	-81.0014
Converse College	13	34.9562	-81.9188
Denmark Technical College	41	33.3134	-81.1236
Erskine College	42	34.3307	-82.3908
Florence-Darlington Technical College	23	34.2439	-79.8147
Forrest College	13	34.499	-82.6407
Francis Marion University	23	34.1923	-79.6555
Furman University	21	34.9208	-82.4415
Greenville Technical College	13	34.8407	-82.3651
Horry-Georgetown Technical College	13	33.7961	-79.0036
Kenneth Shuler School of Cosmetology-North Augusta	21	33.4916	-81.9543
Kenneth Shuler School of Cosmetology and Nails-Columbia	21	34.0453	-81.133
Lander University	32	34.2011	-82.1664
Limestone College	31	35.0529	-81.648
Lenoir-Rhyne University-Lutheran Theological Southern Seminary	12	34.042	-81.039
Medical University of South Carolina	12	32.786	-79.9469
Midlands Technical College	21	33.9493	-81.1158
Morris College	13	33.9387	-80.3463
Newberry College	32	34.2862	-81.602
North Greenville University	41	35.0698	-82.3703
Orangeburg Calhoun Technical College	41	33.5449	-80.8293
Piedmont Technical College	32	34.2074	-82.1208
Presbyterian College	32	34.4657	-81.8744
University of South Carolina-Aiken	21	33.5729	-81.7679
University of South Carolina-Beaufort	31	32.3033	-80.9736
University of South Carolina-Columbia	12	34.0062	-81.0377
University of South Carolina-Lancaster	32	34.7365	-80.7873
University of South Carolina-Salkehatchie	41	33.0114	-81.2988
University of South Carolina-Sumter	13	33.9335	-80.3742
University of South Carolina-Union	32	34.7163	-81.6192
Coastal Carolina University	13	33.7977	-79.013
South Carolina State University	32	33.4974	-80.8512
University of South Carolina-Upstate	22	34.9964	-81.9706
Sherman College of Straight Chiropractic	22	35.0141	-81.986
Spartanburg Methodist College	22	34.9546	-81.9709
Spartanburg Community College	22	34.9746	-81.9898
Central Carolina Technical College	13	33.9328	-80.3674
Sumter Beauty College	13	33.9446	-80.3519
Tri-County Technical College	21	34.6419	-82.792
Trident Technical College	13	32.9259	-80.0304
Voorhees College	41	33.3075	-81.1301
Williamsburg Technical College	32	33.6571	-79.818
Winthrop University	13	34.9385	-81.0287
Wofford College	13	34.9579	-81.9346
York Technical College	13	34.9345	-80.9942
Augustana College	12	43.5259	-96.7385
Black Hills Beauty College	13	44.0798	-103.2278
Black Hills State University	32	44.4955	-103.87
Kilian Community College	12	43.549	-96.7267
Dakota State University	32	44.0127	-97.1096
Dakota Wesleyan University	33	43.696	-98.0306
Headlines Academy Inc	13	44.0824	-103.2216
Lake Area Technical Institute	33	44.9027	-97.0949
Avera McKennan Hospital School of Radiologic Technology	12	43.5346	-96.7114
Mitchell Technical Institute	33	43.6878	-97.9975
Mount Marty College	33	42.8745	-97.4099
National American University-Rapid City	13	44.0779	-103.2227
National American University-Sioux Falls	41	43.4884	-96.7173
Sioux Falls Seminary	12	43.5324	-96.7421
Northern State University	33	45.4526	-98.4837
Oglala Lakota College	43	43.3668	-102.2403
Presentation College	33	45.4828	-98.4908
Avera Sacred Heart Hospital	33	42.8724	-97.4079
South Dakota School of Mines and Technology	13	44.0754	-103.2058
South Dakota State University	33	44.3194	-96.7834
Sinte Gleska University	43	43.2989	-100.6225
University of Sioux Falls	12	43.5316	-96.7382
Sanford Medical Center	12	43.5364	-96.7431
Sisseton Wahpeton College	43	45.5627	-97.0608
Southeast Technical Institute	41	43.5704	-96.7802
Stewart School	12	43.5554	-96.7461
University of South Dakota	32	42.7846	-96.9247
Western Dakota Technical Institute	41	44.0766	-103.1795
American Baptist College	11	36.2012	-86.7893
Aquinas College	11	36.1322	-86.8442
Arnolds Beauty School	32	35.9178	-88.7589
Tennessee College of Applied Technology-Athens	32	35.4438	-84.6305
Austin Peay State University	12	36.5333	-87.3541
Baptist Memorial College of Health Sciences	11	35.1384	-90.0275
Belmont University	11	36.1339	-86.7947
Bethel University	32	36.1393	-88.5162
Bryan College-Dayton	32	35.4957	-85.0166
Carson-Newman University	23	36.1222	-83.4922
Chattanooga State Community College	12	35.1002	-85.2374
Christian Brothers University	11	35.1274	-89.9832
Pentecostal Theological Seminary	13	35.1625	-84.8683
Cleveland State Community College	13	35.2008	-84.8791
Columbia State Community College	32	35.6168	-87.1019
Concorde Career College-Memphis	11	35.1122	-89.8921
Tennessee College of Applied Technology-Covington	32	35.5452	-89.66
Cumberland University	31	36.2042	-86.2997
Lipscomb University	11	36.1047	-86.7993
Tennessee College of Applied Technology-Dickson	32	36.0505	-87.3665
Daymar Institute-Nashville	11	36.1322	-86.723
Dyersburg State Community College	33	36.0472	-89.3907
East Tennessee State University	13	36.3016	-82.367
Chattanooga College Medical Dental and Technical Careers	12	35.0229	-85.2421
Tennessee College of Applied Technology-Elizabethton	41	36.3661	-82.178
Emmanuel Christian Seminary	22	36.3019	-82.2985
Fayetteville College of Cosmetology Arts and Sciences	32	35.1527	-86.5722
Fisk University	11	36.1691	-86.8057
Welch College	11	36.1346	-86.8262
Freed-Hardeman University	32	35.4401	-88.6394
Tennessee College of Applied Technology-Harriman	32	35.9627	-84.5263
Tennessee College of Applied Technology-Hartsville	42	36.3872	-86.1437
Hiwassee College	41	35.5577	-84.3646
Tennessee College of Applied Technology-Hohenwald	41	35.5489	-87.5749
Tennessee College of Applied Technology-Jacksboro	32	36.3174	-84.209
Jackson State Community College	13	35.6456	-88.7821
John A Gupton College	11	36.1566	-86.7948
Johnson University	41	35.9372	-83.7503
Paul Mitchell the School-Nashville	11	36.0379	-86.641
King University	13	36.5859	-82.1565
South College	12	35.9616	-83.9748
Knoxville Institute of Hair Design	12	35.9818	-83.9296
Lane College	13	35.6282	-88.8068
Le Moyne-Owen College	11	35.1186	-90.0341
Lee University	13	35.1662	-84.87
Lincoln Memorial University	33	36.5813	-83.6588
Tennessee College of Applied Technology-Livingston	33	36.3957	-85.3185
Martin Methodist College	32	35.2007	-87.0351
Maryville College	21	35.752	-83.9639
Tennessee College of Applied Technology-McKenzie	32	36.1197	-88.5212
Genesis Career College-Cookeville	33	36.1765	-85.4856
Meharry Medical College	11	36.1667	-86.8073
Memphis College of Art	11	35.1459	-89.9937
Tennessee College of Applied Technology-Memphis	11	35.1497	-90.0388
University of Memphis	11	35.1159	-89.9935
Memphis Theological Seminary	11	35.1331	-89.9827
Victory University	11	35.1392	-89.9462
Middle Tennessee State University	12	35.8491	-86.3621
Middle Tennessee School of Anesthesia Inc	11	36.253	-86.6834
Milligan College	22	36.3004	-82.295
Tennessee College of Applied Technology-Morristown	13	36.2052	-83.2993
Motlow State Community College	41	35.3655	-86.2994
Tennessee College of Applied Technology-Murfreesboro	12	35.8476	-86.4482
Lincoln College of Technology-Nashville	11	36.1954	-86.7457
Nashville College of Medical Careers	11	36.2917	-86.7063
Nashville State Community College	11	36.1355	-86.8567
Tennessee College of Applied Technology-Newbern	41	36.12	-89.2572
O'More College of Design	13	35.921	-86.8681
Tennessee College of Applied Technology-Paris	33	36.2964	-88.2964
Plaza Beauty School	11	35.1121	-89.9055
Tennessee College of Applied Technology-Pulaski	32	35.191	-87.0079
Rhodes College	11	35.1544	-89.9892
Tennessee College of Applied Technology-Ripley	32	35.746	-89.5557
Roane State Community College	32	35.8813	-84.6208
Tennessee College of Applied Technology-Crump	33	35.2215	-88.3192
Southwest Tennessee Community College	11	35.1376	-90.0365
Tennessee College of Applied Technology-Shelbyville	32	35.4912	-86.4173
Sewanee-The University of the South	42	35.2044	-85.9178
Tennessee College of Applied Technology-Oneida-Huntsville	32	36.4085	-84.5304
Tennessee College of Applied Technology-Crossville	33	35.9466	-85.0391
Tennessee College of Applied Technology-McMinnville	32	35.6998	-85.7428
Tennessee College of Applied Technology-Jackson	41	35.6116	-88.9125
Tennessee College of Applied Technology-Knoxville	12	35.9572	-83.9642
Tennessee College of Applied Technology-Whiteville	42	35.3529	-89.1239
Pellissippi State Community College	21	35.9483	-84.1665
Southern Adventist University	21	35.0491	-85.0509
Southern College of Optometry	11	35.1383	-90.0199
Tennessee Wesleyan College	32	35.4449	-84.5926
The University of Tennessee-Chattanooga	12	35.0482	-85.2998
The University of Tennessee-Knoxville	12	35.9551	-83.9297
The University of Tennessee-Martin	33	36.3403	-88.8642
Fountainhead College of Technology	12	36.0283	-83.9221
Tennessee School of Beauty of Knoxville Inc	12	35.9755	-83.9958
Tennessee State University	11	36.169	-86.8294
Tennessee Technological University	33	36.1747	-85.504
Tennessee Temple University	12	35.0325	-85.2774
Trevecca Nazarene University	11	36.1421	-86.7536
Northeast State Community College	41	36.4856	-82.4086
Tusculum College	32	36.1726	-82.7617
Union University	13	35.6769	-88.8585
New Concepts School of Cosmetology	13	35.1536	-84.8953
Vanderbilt University	11	36.1444	-86.8049
Volunteer Beauty Academy-Dyersburg	33	36.0603	-89.3965
Volunteer State Community College	21	36.3636	-86.4973
Walters State Community College	13	36.2139	-83.2622
West Tennessee Business College	13	35.6359	-88.8489
William Moore College of Technology	11	35.1449	-90.0202
Abilene Christian University	12	32.4692	-99.7095
Alvin Community College	21	29.3966	-95.2411
Amarillo College	12	35.1884	-101.8471
American Commercial College-San Angelo	13	31.4227	-100.4638
American Commercial College-Odessa	12	31.8626	-102.3453
Angelina College	33	31.2874	-94.7316
Angelo State University	13	31.4415	-100.4665
Arlington Baptist College	11	32.7395	-97.1557
Arlington Career Institute	21	32.7724	-97.0528
The Art Institute of Houston	11	29.7299	-95.4457
Austin College	13	33.6463	-96.5988
Austin Community College District	11	30.3335	-97.6817
Austin Presbyterian Theological Seminary	11	30.2926	-97.7378
Baldwin Beauty School-South Austin	11	30.2417	-97.7831
Baptist Health System School of Health Professions	11	29.5173	-98.5686
Baptist Missionary Association Theological Seminary	41	31.977	-95.2524
Texas A & M University Health Science Center	41	30.5921	-96.3853
Baylor College of Medicine	11	29.7106	-95.3957
Baylor University	12	31.546	-97.1194
Coastal Bend College	33	28.4358	-97.7563
Blinn College	32	30.1597	-96.4097
Remington College-Dallas Campus	21	32.8606	-96.6541
Vet Tech Institute of Houston	11	29.7287	-95.4545
Brazosport College	23	29.0484	-95.409
Brookhaven College	21	32.9282	-96.8502
Capitol City Trade and Technical School	11	30.2549	-97.7449
Capitol City Careers	11	30.2377	-97.8396
Cedar Valley College	41	32.6257	-96.7634
Central Texas College	12	31.1191	-97.8097
Charles and Sues School of Hair Design	13	30.6526	-96.3402
Cisco College	41	32.4017	-98.9857
Clarendon College	43	34.9451	-100.9046
Concordia University-Texas	11	30.421	-97.8362
Conlee's College of Cosmetology	33	30.0549	-99.15
North Central Texas College	32	33.6183	-97.1653
Texas A & M University-Corpus Christi	11	27.7186	-97.3319
Cosmetology Career Center LLC	21	32.9733	-96.8435
Court Reporting Institute of Dallas	11	32.8222	-96.8658
Dallas Baptist University	11	32.71	-96.947
Dallas Christian College	21	32.9137	-96.8871
Dallas Institute of Funeral Service	11	32.7714	-96.6834
Dallas Theological Seminary	11	32.7943	-96.78
University of Dallas	12	32.8462	-96.9216
Del Mar College	11	27.7636	-97.4076
Career Point College	21	29.4916	-98.5528
East Texas Baptist University	32	32.555	-94.3722
Texas A & M University-Texarkana	41	33.4956	-94.104
Texas A & M University-Commerce	32	33.2438	-95.9069
Eastfield College	21	32.8157	-96.6595
El Centro College	11	32.7798	-96.8054
El Paso Community College	11	31.7516	-106.3692
Western Technical College	11	31.8778	-106.4259
Western Technical College	11	31.676	-106.3193
Exposito School of Hair Design	12	35.1837	-101.8813
South University-The Art Institute of Dallas	11	32.871	-96.7678
Fort Worth Beauty School	11	32.7206	-97.4345
Frank Phillips College	33	35.6552	-101.4057
Galveston College	31	29.2842	-94.8085
Grayson College	41	33.7065	-96.6336
Hallmark College	11	29.5384	-98.5686
Hardin-Simmons University	12	32.4768	-99.7338
Trinity Valley Community College	32	32.1957	-95.8581
Hill College	32	32.0129	-97.0863
Houston Baptist University	11	29.6944	-95.516
University of Houston-Clear Lake	21	29.5825	-95.0981
Houston Community College	11	29.7373	-95.3765
University of Houston-Downtown	11	29.7638	-95.3595
University of Houston-Victoria	13	28.8164	-96.9782
University of Houston	11	29.72	-95.3449
Howard College	33	32.2523	-101.4501
Howard Payne University	33	31.7163	-98.985
Huston-Tillotson University	11	30.2647	-97.7217
University of the Incarnate Word	11	29.4681	-98.4677
International Business College-El Paso	11	31.8142	-106.5382
International Business College-El Paso	11	31.7163	-106.3086
ITT Technical Institute-Arlington	11	32.7602	-97.1069
ITT Technical Institute-Houston West	11	29.7341	-95.5399
Jacksonville College-Main Campus	32	31.9661	-95.2812
Jarvis Christian College	42	32.5882	-95.1777
KD College Conservatory of Film and Dramatic Arts	11	32.8081	-96.8407
Kilgore College	31	32.3782	-94.8701
Lamar University	12	30.0443	-94.0734
Lamar State College-Orange	22	30.0916	-93.7321
Lamar State College-Port Arthur	13	29.8809	-93.9255
Laredo Beauty College Inc	12	27.5238	-99.4758
Laredo Community College	12	27.5065	-99.5208
Texas A & M International University	12	27.5735	-99.4352
Lee College	13	29.7317	-94.9767
LeTourneau University	13	32.4677	-94.7273
Lincoln College of Technology-Grand Prairie	21	32.7017	-97.0564
Lubbock Hair Academy	12	33.5634	-101.8766
Lubbock Christian University	12	33.5763	-101.9348
College of the Mainland	22	29.3955	-94.9997
University of Mary Hardin-Baylor	23	31.0668	-97.4635
McLennan Community College	12	31.59	-97.1729
McMurry University	12	32.4296	-99.7503
Covenant School of Nursing and Allied Health	12	33.5757	-101.9471
Metroplex Beauty School	21	32.7718	-96.5992
Midland College	12	32.0286	-102.1054
Midwestern State University	12	33.8771	-98.5177
Mims Classic Beauty College	11	29.4949	-98.5078
Wade College	11	32.8009	-96.8195
Southern Careers Institute-Austin	11	30.2391	-97.7514
Mountain View College	11	32.7266	-96.9038
Everest Institute-San Antonio	11	29.4886	-98.5407
Tint School of Makeup and Cosmetology-Irving	12	32.8297	-96.9808
Navarro College	32	32.0761	-96.4987
Neilson Beauty College	11	32.7429	-96.8291
Lone Star College System	13	30.1884	-95.4901
North Lake College	12	32.8719	-96.9671
University of North Texas	12	33.211	-97.1512
Northeast Texas Community College	42	33.1049	-94.8819
Northwood University-Texas	41	32.6071	-96.9671
Oblate School of Theology	11	29.5055	-98.5033
Ocean Corporation	11	29.6655	-95.5703
Odessa College	12	31.8663	-102.3819
Ogle School Hair Skin Nails-Arlington	11	32.7213	-97.1407
Ogle School Hair Skin Nails-Ft Worth	11	32.6738	-97.3804
Our Lady of the Lake University	11	29.4256	-98.544
The University of Texas-Pan American	13	26.3066	-98.1721
The University of Texas at Brownsville	12	25.8997	-97.4916
Panola College	32	32.1563	-94.3563
Paris Junior College	33	33.6511	-95.5293
Paul Quinn College	11	32.6772	-96.7559
Prairie View A & M University	32	30.0946	-95.9921
Ranger College	42	32.4669	-98.6804
Aviation Institute of Maintenance-Houston	11	29.6585	-95.2826
Rice University	11	29.7165	-95.4036
Richland College	11	32.9221	-96.7305
Kaplan College-McAllen	12	26.1861	-98.2071
Saint Edward's University	11	30.2298	-97.7576
St Philip's College	11	29.4146	-98.453
University of St Thomas	11	29.7381	-95.3942
Sam Houston State University	32	30.7247	-95.5519
San Antonio College	11	29.4452	-98.4963
San Jacinto Community College	21	29.6603	-95.1159
Schreiner University	33	30.0311	-99.1311
Seguin Beauty School-Seguin	31	29.5691	-97.9644
St Mary's University	11	29.4518	-98.5643
South Plains College	32	33.5759	-102.3651
South Texas Barber College Inc	11	27.7529	-97.4171
South Texas College of Law	11	29.7534	-95.3649
South Texas Vo-Tech Institute	21	26.1716	-97.9652
South Texas Vocational Technical Institute-McAllen	12	26.2332	-98.2426
Southern Methodist University	21	32.8453	-96.7849
Southwest School of Business and Technical Careers-San Antonio	11	29.3678	-98.5173
Southwest Institute of Technology	11	30.2375	-97.8392
Southwest Texas Junior College	33	29.2197	-99.7412
Southwestern Assemblies of God University	21	32.4055	-96.8532
Southwestern University	21	30.6352	-97.6646
Stephen F Austin State University	41	31.5856	-94.5855
Texas State University	23	29.8892	-97.9364
Southwestern Adventist University	31	32.3971	-97.3285
Southwestern Christian College	32	32.7358	-96.2867
Sul Ross State University	33	30.3629	-103.6506
Tarleton State University	33	32.2157	-98.2201
Tarrant County College District	11	32.7475	-97.3279
Temple College	13	31.0706	-97.351
University of Texas Southwestern Medical Center	11	32.8195	-96.8423
The University of Texas Health Science Center at San Antonio	11	29.5047	-98.5761
The University of Texas Medical Branch	31	29.3113	-94.7764
Texas State Technical College-Waco	12	31.6374	-97.0837
Texarkana College	13	33.4419	-94.0788
Texas A & M University-Kingsville	32	27.5249	-97.8823
Texas A & M University-College Station	13	30.5963	-96.3067
The University of Texas at Arlington	11	32.7284	-97.1151
The University of Texas at Austin	11	30.2847	-97.7373
The University of Texas at Dallas	12	32.9894	-96.7484
The University of Texas at El Paso	11	31.7717	-106.5036
The University of Texas at Tyler	13	32.3147	-95.2491
Texas Chiropractic College Foundation Inc	21	29.6648	-95.1501
Texas Christian University	11	32.7096	-97.3615
Texas College	13	32.3742	-95.3123
University of North Texas Health Science Center	11	32.7498	-97.3689
Texas Lutheran University	31	29.5733	-97.9846
The University of Texas of the Permian Basin	12	31.8895	-102.3296
The University of Texas at San Antonio	11	29.5824	-98.6214
Texas School of Business-North Campus	11	29.9836	-95.4125
Texas Southern University	11	29.7225	-95.362
Texas Tech University	12	33.5803	-101.8769
Texas Vocational Schools Inc	13	28.8138	-96.985
Texas Wesleyan University	11	32.7333	-97.2796
Texas Woman's University	12	33.227	-97.1291
Trinity University	11	29.4629	-98.4826
The University of Texas Health Science Center at Houston	11	29.7029	-95.4032
Texas State Technical College-Harlingen	13	26.2193	-97.6663
Texas State Technical College-West Texas	41	32.4627	-100.4749
Texas Tech University Health Sciences Center	12	33.5932	-101.8936
Tyler Junior College	13	32.336	-95.2841
Universal Technical Institute of Texas Inc.	11	29.9905	-95.4121
University of Cosmetology Arts & Sciences-McAllen	12	26.2689	-98.2196
Vernon College	41	34.1593	-99.3191
Victoria Beauty College Inc	13	28.8074	-96.9908
Victoria College	13	28.8165	-96.9792
Vogue College of Cosmetology-McAllen	12	NULL	NULL
Wayland Baptist University	33	34.1867	-101.7296
Weatherford College	31	32.7407	-97.7927
West Texas A & M University	31	34.982	-101.9158
Western Texas College	33	32.6786	-100.9144
Wharton County Junior College	32	29.3243	-96.0852
Wiley College	32	32.5376	-94.3768
AmeriTech College-Provo	12	40.2614	-111.668
Bridgerland Applied Technology College	13	41.7562	-111.8506
Brigham Young University-Provo	12	40.2509	-111.6493
Brigham Young University-Hawaii	31	21.6412	-157.9254
Broadview University-West Jordan	21	40.7003	-111.9238
Cameo College of Essential Beauty	21	40.6449	-111.8884
Sherman Kendall Academy-Salt Lake City	12	40.7225	-111.8716
Sherman Kendall Academy-Midvale	21	40.6182	-111.8656
Davis Applied Technology College	21	41.029	-111.9252
Dixie State University	13	37.1039	-113.5659
Evans Hairstyling College-Cedar City	33	37.6799	-113.0644
Evans Hairstyling College-St George	13	37.1085	-113.5629
Paul Mitchell the School-Salt Lake City	21	40.6667	-111.8359
Eagle Gate College-Murray	21	40.65	-111.9036
ITT Technical Institute-Murray	21	40.675	-111.9174
Latter-day Saints Business College	12	40.771	-111.9004
Everest College-Salt Lake City	21	40.6971	-111.9695
Ogden-Weber Applied Technology College	13	41.2634	-111.9631
Snow College	33	39.3611	-111.5815
Southern Utah University	33	37.6746	-113.0701
Stevens-Henager College-Ogden	21	41.2328	-112.0116
Stevens-Henager College of Business-Provo	13	40.2697	-111.7133
Uintah Basin Applied Technology College	33	40.3002	-109.9771
Utah State University	13	41.7407	-111.8139
Utah Valley University	13	40.2785	-111.7171
Salt Lake Community College	21	40.6716	-111.9428
University of Utah	12	40.7625	-111.846
Weber State University	13	41.1926	-111.9448
Westminster College	12	40.7315	-111.8556
Bennington College	32	42.92	-73.2375
Burlington College	13	44.4907	-73.2273
Castleton State College	32	43.608	-73.1815
Champlain College	13	44.473	-73.2044
Community College of Vermont	22	44.2552	-72.5676
Goddard College	42	44.2791	-72.4373
Green Mountain College	42	43.5171	-73.2411
Johnson State College	42	44.6417	-72.6712
Lyndon State College	33	44.5343	-72.0246
Marlboro College	42	42.8396	-72.7366
Middlebury College	32	44.0091	-73.1761
New England Culinary Institute	33	44.2612	-72.5594
Norwich University	32	44.1394	-72.6601
O'Briens Aveda Institute	13	44.4338	-73.2101
Saint Michael's College	22	44.4942	-73.1631
SIT Graduate Institute	41	42.891	-72.5674
College of St Joseph	33	43.5998	-73.007
Southern Vermont College	41	42.867	-73.2187
Sterling College	43	44.6523	-72.3824
Vermont Law School	43	43.8218	-72.5221
Vermont Technical College	43	43.9393	-72.6052
University of Vermont	13	44.4793	-73.1981
Bar Palma Beauty Careers Academy	13	37.2376	-79.9689
Advanced Technology Institute	11	36.841	-76.1829
Averett University	33	36.5773	-79.4132
Blue Ridge Community College	41	38.2796	-78.939
Bluefield College	33	37.2457	-81.2449
Bridgewater College	23	38.3784	-78.969
College of William and Mary	23	37.3095	-76.731
Regent University	11	36.8009	-76.1928
Central School of Practical Nursing	12	36.8694	-76.2095
Central Virginia Community College	13	37.3589	-79.1844
Christopher Newport University	12	37.0633	-76.4949
Suffolk Beauty Academy	21	36.7395	-76.5639
Bryant & Stratton College-Virginia Beach	11	36.8278	-76.1381
Bryant & Stratton College-Richmond	21	37.4604	-77.5421
Jefferson College of Health Sciences	13	37.2667	-79.9392
Dabney S Lancaster Community College	41	37.8125	-79.8518
Danville Community College	33	36.5657	-79.4086
Eastern Virginia Medical School	12	36.8617	-76.3008
Centura College-Virginia Beach	11	36.8376	-76.0645
Emory & Henry College	41	36.7725	-81.8317
Eastern Mennonite University	13	38.4786	-78.8761
Eastern Shore Community College	43	37.6405	-75.7508
Ferrum College	42	36.9266	-80.0209
George Mason University	21	38.8309	-77.3079
Germanna Community College	41	38.3756	-77.7801
Hampden-Sydney College	42	37.2425	-78.4614
Hampton University	12	37.0221	-76.3376
Hollins University	22	37.3546	-79.9422
