INSTNM	LOCALE	LATITUDE	LONGITUDE
University of Colorado Boulder	13	40.0044	-105.2671
Colorado Christian University	12	39.7117	-105.0948
Colorado College	11	38.8466	-104.8242
Concorde Career College-Aurora	11	39.7187	-104.8671
The Art Institute of Colorado	11	39.7356	-104.9858
Colorado Mountain College	33	39.47	-107.2375
Colorado Northwestern Community College	43	40.0807	-108.7903
Colorado School of Mines	21	39.7508	-105.2271
Colorado School of Trades	12	39.741	-105.1039
Colorado State University-Fort Collins	12	40.5748	-105.0808
Colorado Technical University-Colorado Springs	11	38.8943	-104.8339
Empire Beauty School-Lakewood	12	39.7228	-105.0821
Community College of Aurora	11	39.7178	-104.8019
College America-Denver	11	39.6916	-104.9412
Delta Montrose Technical College	41	38.7025	-108.0311
Prince Institute-Rocky Mountains	21	39.8599	-105.0651
Community College of Denver	11	39.7414	-105.003
Lincoln College of Technology-Denver	11	39.7081	-105.001
Denver Seminary	21	39.6006	-105.0224
Westwood College-Denver North	21	39.8304	-104.9864
University of Denver	11	39.696	-104.9646
Emily Griffith Technical College	11	39.741	-104.9953
Fort Lewis College	33	37.2754	-107.867
Front Range Community College	21	39.9018	-105.0394
Glenwood Beauty Academy	33	39.5619	-107.3591
Hair Dynamics Education Center	12	40.4972	-105.0765
Iliff School of Theology	11	39.6775	-104.9606
International Salon and Spa Academy	11	38.9136	-104.7863
Lamar Community College	33	38.0581	-102.6156
Colorado Mesa University	13	39.0764	-108.5403
Metropolitan State University of Denver	11	39.7422	-105.0024
Morgan Community College	33	40.2588	-103.7718
Naropa University	13	40.0148	-105.2671
National American University-Colorado Springs	11	38.9527	-104.7908
National American University-Denver	11	39.692	-104.9416
Nazarene Bible College	11	38.8141	-104.7511
Northeastern Junior College	33	40.6369	-103.1975
University of Northern Colorado	13	40.4032	-104.7017
Otero Junior College	33	37.9712	-103.5448
Everest College-Thornton	21	39.8616	-104.9854
Pikes Peak Community College	21	38.7643	-104.7873
Intellitec Medical Institute	11	38.8658	-104.7562
Pueblo Community College	12	38.2635	-104.6364
Red Rocks Community College	12	39.7203	-105.1501
Regis University	11	39.7898	-105.0314
Rocky Mountain College of Art and Design	12	39.7433	-105.0699
Montessori Education Center of the Rockies	13	39.965	-105.2531
Colorado State University-Pueblo	12	38.3092	-104.5798
Pickens Technical College	11	39.7235	-104.79
Intellitec College-Colorado Springs	11	38.8322	-104.7872
Intellitec College-Grand Junction	13	39.1163	-108.5306
Trinidad State Junior College	33	37.1729	-104.5122
Empire Beauty School-Thornton	21	39.9149	-104.9435
Western State Colorado University	33	38.5474	-106.9197
Albertus Magnus College	12	41.3325	-72.9238
Paul Mitchell the School-Danbury	13	41.3876	-73.4421
Asnuntuck Community College	21	41.9984	-72.5702
Branford Hall Career Institute-Branford Campus	21	41.2786	-72.8482
Lincoln College of New England-Southington	21	41.6323	-72.9202
Bridgeport Hospital School of Nursing	12	41.1894	-73.1652
University of Bridgeport	12	41.1656	-73.1894
Central Connecticut State University	21	41.6903	-72.7701
Charter Oak State College	21	41.6882	-72.768
Connecticut Center for Massage Therapy-Newington	21	41.6851	-72.7107
Connecticut College	13	41.3798	-72.1073
Marinello Schools of Beauty-East Hartford	13	41.7712	-72.6424
Porter and Chester Institute of Branford	21	41.2773	-72.8549
University of Connecticut	21	41.8082	-72.2495
Goodwin College	13	41.7441	-72.6403
Lincoln Technical Institute-East Windsor	41	41.9242	-72.5969
Eastern Connecticut State University	31	41.7217	-72.2188
Fairfield University	21	41.1607	-73.2578
Northhaven Academy	21	41.3945	-72.8575
Capital Community College	12	41.7684	-72.6727
Rensselaer Hartford Graduate Center Inc	12	41.7735	-72.6739
Fox Institute of Business-West Hartford	13	41.727	-72.7258
Hartford Seminary	12	41.7699	-72.7078
University of Hartford	12	41.7965	-72.715
Holy Apostles College and Seminary	21	41.6068	-72.6479
Housatonic Community College	12	41.1752	-73.191
Sanford-Brown College-Farmington	21	41.7354	-72.7956
Lyme Academy College of Fine Arts	22	41.3228	-72.3294
Manchester Community College	21	41.7605	-72.5626
Naugatuck Valley Community College	22	41.5496	-73.0712
Middlesex Community College	13	41.5395	-72.6118
Mitchell College	13	41.3281	-72.0953
Three Rivers Community College	13	41.5099	-72.103
Lincoln Technical Institute-New Britain	21	41.6592	-72.7545
New England Tractor Trailer Training School of Connecticut	21	41.9784	-72.4517
University of New Haven	21	41.2913	-72.9615
Ridley-Lowell Business & Technical Institute-New London	13	41.3499	-72.1005
Norwalk Community College	13	41.1026	-73.451
Northwestern Connecticut Community College	31	41.921	-73.0593
Paier College of Art Inc	21	41.3477	-72.935
Marinello Schools of Beauty-Meriden	21	41.5244	-72.7632
Porter and Chester Institute of Stratford	13	41.1696	-73.149
Post University	22	41.5353	-73.0805
Quinebaug Valley Community College	21	41.8262	-71.8897
Quinnipiac University	21	41.4195	-72.8955
Sacred Heart University	21	41.2215	-73.2446
University of Saint Joseph	13	41.783	-72.7305
Gateway Community College	12	41.2885	-72.9259
St Vincent's College	12	41.2012	-73.2011
Southern Connecticut State University	12	41.3319	-72.9488
Stone Academy-Hamden	21	41.2686	-72.9774
Tri-State College of Acupuncture	11	40.7399	-74.0021
Trinity College	12	41.7467	-72.6887
Tunxis Community College	21	41.7055	-72.8775
Wesleyan University	13	41.5568	-72.6568
Western Connecticut State University	13	41.4004	-73.4443
Yale-New Haven Hospital Dietetic Internship	12	41.3042	-72.9356
Yale University	12	41.3102	-72.9289
Beebe Medical Center Margaret H Rollins School of Nursing	32	38.7713	-75.1424
Dawn Career Institute Inc	21	39.7547	-75.5943
Delaware Technical Community College-Owens	31	38.6973	-75.4075
Delaware Technical Community College-Terry	13	39.1984	-75.5601
Delaware Technical Community College-Stanton/Wilmington	13	39.7403	-75.5522
Delaware State University	13	39.1872	-75.5405
University of Delaware	21	39.6798	-75.7536
Goldey-Beacom College	21	39.7425	-75.694
Schilling-Douglas School of Hair Design	21	39.681	-75.7567
Wesley College	13	39.1633	-75.5274
Wilmington University	21	39.6823	-75.587
American University	11	38.9378	-77.0901
Catholic University of America	11	38.9358	-76.999
Corcoran College of Art and Design	11	38.8958	-77.0398
University of the District of Columbia	11	38.9438	-77.0662
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies	11	38.9314	-76.9988
Gallaudet University	11	38.9074	-76.9937
George Washington University	11	38.8987	-77.0479
Georgetown University	11	38.9088	-77.0735
Howard University	11	38.9207	-77.0195
Medtech Institute	21	38.8695	-77.148
Strayer University-District of Columbia	11	38.9049	-77.0343
National Conservatory of Dramatic Arts	11	38.91	-77.0651
Trinity Washington University	11	38.9274	-77.0043
Wesley Theological Seminary	11	38.9396	-77.09
Wyotech-Daytona	41	29.3494	-81.1331
The Art Institute of Fort Lauderdale	12	26.1012	-80.1235
Atlantic Technical Center	21	26.2436	-80.1853
The Baptist College of Florida	32	30.9564	-85.519
Barry University	21	25.8789	-80.1961
Gooding Institute of Nurse Anesthesia	13	30.2005	-85.6499
Bethune-Cookman University	13	29.2102	-81.0314
Lynn University	13	26.3828	-80.1239
GUTI The Premier Beauty & Wellness Academy	13	27.4626	-82.6022
Bradford-Union Technical Center	32	29.9521	-82.1231
Eastern Florida State College	21	28.3848	-80.7581
Broward College	21	26.0797	-80.2354
Fortis College-Winter Park	21	28.5554	-81.4484
Carlos Albizu University-Miami	21	25.7952	-80.355
College of Central Florida	13	29.1661	-82.1757
Johnson University Florida	21	28.3019	-81.3625
University of Central Florida	21	28.6011	-81.1988
Charlotte Technical Center	22	27.0056	-82.1472
Chipola College	32	30.7906	-85.2319
Clearwater Christian College	12	27.9636	-82.6973
Lorenzo Walker Institute of Technology	21	26.1412	-81.7634
Daytona State College	13	29.2023	-81.0513
South University-West Palm Beach	21	26.6917	-80.1997
Eckerd College	12	27.719	-82.686
Edison State College	21	26.5547	-81.8874
Edward Waters College	11	30.3451	-81.6848
Embry-Riddle Aeronautical University-Daytona Beach	13	29.1892	-81.0495
Florida Agricultural and Mechanical University	12	30.4286	-84.2857
Florida Atlantic University	13	26.3725	-80.1023
Florida State College at Jacksonville	11	30.3349	-81.6599
Flagler College-St Augustine	23	29.8934	-81.3153
Florida College	21	28.0349	-82.3834
Concorde Career Institute-Jacksonville	11	30.3275	-81.5738
Concorde Career Institute-Miramar	21	26.1751	-80.203
Concorde Career Institute-Tampa	11	27.9591	-82.5151
Adventist University of Health Sciences	12	28.5761	-81.3677
Florida Institute of Technology	13	28.0645	-80.6246
Florida Institute of Ultrasound Inc	13	30.5349	-87.2206
Florida International University	21	25.7571	-80.3776
Florida Keys Community College	33	24.5827	-81.7445
Florida Memorial University	21	25.9179	-80.2707
Florida Career College-Miami	21	25.7553	-80.3667
Florida School of Massage	41	29.5935	-82.3385
Florida Southern College	13	28.0315	-81.9458
Florida State University	12	30.4397	-84.2909
Florida Technical College	21	28.5737	-81.201
University of Southernmost Florida	11	30.3262	-81.55
University of Florida	12	29.6382	-82.3612
Everest University-Pompano Beach	12	26.2341	-80.1036
Fort Pierce Beauty Academy	21	27.4124	-80.3247
Full Sail University	21	28.5965	-81.3013
George Stone Technical Center	21	30.4881	-87.2951
George T Baker Aviation School	21	25.8041	-80.2636
Gulf Coast State College	13	30.1861	-85.7272
Key College	21	26.0528	-80.1399
Hillsborough Community College	11	27.9345	-82.4569
Hobe Sound Bible College	21	27.0665	-80.1324
Hollywood Institute of Beauty Careers	21	26.0076	-80.2076
Cortiva Institute-Florida	21	27.8397	-82.689
Indian River State College	21	27.4231	-80.3579
International Academy of Design and Technology-Tampa	21	27.9922	-82.5485
International Academy	21	29.1622	-80.9978
AI Miami International University of Art and Design	11	25.79	-80.1884
ITT Technical Institute-Tampa	21	27.9824	-82.5476
Jacksonville University	11	30.3503	-81.6071
Jones College-Jacksonville	11	30.328	-81.6101
Keiser University-Ft Lauderdale	12	26.1859	-80.164
Heritage Institute-Ft Myers	21	26.5409	-81.8425
La Belle Beauty School	21	25.8667	-80.313
Florida Gateway College	33	30.1743	-82.5697
Lake Technical Center	22	28.8334	-81.6909
Lake-Sumter State College	22	28.8302	-81.7977
Fort Myers Institute of Technology	13	26.6486	-81.833
Lively Technical Center	12	30.4485	-84.3391
Lindsey Hopkins Technical Education Center	11	25.7947	-80.2082
Loraines Academy Inc	12	27.7813	-82.7112
Luther Rice University & Seminary	21	33.698	-84.1236
State College of Florida-Manatee-Sarasota	21	27.4361	-82.5917
Manatee Technical Institute	21	27.4436	-82.5934
Manhattan Hairstyling Academy	11	27.9025	-82.5184
Traviss Career Center	41	27.9958	-81.8935
Trinity International University-Florida	21	26.0997	-80.2572
Miami Lakes Educational Center	21	25.9161	-80.2951
Miami Dade College	11	25.7777	-80.1909
University of Miami	21	25.7204	-80.2765
Mid Florida Tech	21	28.4717	-81.416
Beauty Schools of America-Miami	21	25.7607	-80.3038
Remington College-Tampa Campus	21	27.9835	-82.386
Everest Institute-North Miami	21	25.943	-80.2035
Academy of Healing Arts Massage & Facial Skin Care	21	26.6311	-80.1131
Lincoln College of Technology-West Palm Beach	12	26.7582	-80.0948
Paul Mitchell the School-Jacksonville	11	30.2589	-81.5273
North Florida Community College	41	30.4739	-83.4219
University of North Florida	11	30.2709	-81.5079
Northwood University-Florida	12	26.7147	-80.1041
Nova Southeastern University	21	26.0793	-80.2425
Northwest Florida State College	41	30.5371	-86.4755
Everest University-North Orlando	21	28.6109	-81.3874
Orlando Tech	12	28.5504	-81.3838
Palm Beach Atlantic University	12	26.7046	-80.0498
Palm Beach State College	21	26.6132	-80.0871
Pasco-Hernando Community College	21	28.2751	-82.6467
Pensacola State College	13	30.4808	-87.2006
Pinellas Technical Education Center-Clearwater	21	27.9119	-82.7191
Polk State College	13	28.0308	-81.7129
Radford M Locklin Technical Center	41	30.6468	-87.1006
Saint Vincent de Paul Regional Seminary	21	26.5158	-80.1257
Ridge Career Center	13	28.0766	-81.6545
Ringling College of Art and Design	13	27.3596	-82.5486
Toni & Guy Hairdressing Academy-Jacksonville	11	30.3112	-81.6929
Robert Morgan Educational Center	21	25.5991	-80.3904
Rollins College	21	28.592	-81.3487
First Coast Technical College	23	29.9244	-81.3458
Saint Leo University	23	28.3368	-82.2573
St Petersburg College	13	27.901	-82.7174
Pinellas Technical Education Center-St Petersburg	12	27.7612	-82.6815
Santa Fe College	22	29.6807	-82.434
Sarasota County Technical Institute	21	27.2855	-82.5008
Argosy University-Sarasota	21	27.3514	-82.4654
Seminole State College of Florida	13	28.7448	-81.3056
Sheridan Technical Center	21	26.0317	-80.198
Saint John Vianney College Seminary	21	25.7426	-80.3374
Saint Johns River State College	32	29.6472	-81.6811
South Florida State College	41	27.5696	-81.5084
University of South Florida-Main Campus	11	28.0566	-82.4159
St Thomas University	21	25.9209	-80.2563
Stenotype Institute of Jacksonville Inc-Jacksonville	11	30.2896	-81.6351
Stetson University	22	29.0363	-81.3016
Southeastern University	13	28.0319	-81.919
Benes International School of Beauty	21	28.2611	-82.7285
Suwannee-Hamilton Technical Center	33	30.2821	-82.9926
Tallahassee Community College	12	30.4452	-84.3415
Talmudic College of Florida	13	25.7949	-80.1413
Everest University-Tampa	11	27.9966	-82.4976
Everest University-Largo	13	27.9153	-82.7759
The University of Tampa	11	27.9472	-82.4656
Taylor Technical Institute	41	30.078	-83.5658
Tom P Haney Technical Center	22	30.2034	-85.6466
Trinity Baptist College	11	30.3238	-81.7057
Trinity College of Florida	21	28.1942	-82.6771
Fashion Focus Hair Academy	21	27.2589	-82.5174
Valencia College	12	28.5226	-81.4642
Warner University	41	27.8258	-81.6
Washington-Holmes Technical Center	32	30.7745	-85.5533
Webber International University	31	27.8388	-81.5323
Rasmussen College-Florida	13	29.1408	-82.1984
The University of West Florida	13	30.5429	-87.2181
Westside Tech	21	28.5596	-81.5715
William T McFatter Technical Center	21	26.085	-80.2322
Winter Park Tech	21	28.6044	-81.3617
Withlacoochee Technical Institute	23	28.8349	-82.3456
Abraham Baldwin Agricultural College	32	31.4819	-83.5283
Agnes Scott College	21	33.77	-84.2956
Interactive College of Technology-Chamblee	21	33.8895	-84.302
Interactive College of Technology-Morrow	21	33.5723	-84.3361
Albany Technical College	13	31.5543	-84.1743
Darton State College	13	31.5836	-84.2121
Albany State University	13	31.5714	-84.1431
Andrew College	32	31.7723	-84.795
Armstrong Atlantic State University	12	31.9781	-81.1604
The Art Institute of Atlanta	13	33.9374	-84.3549
Georgia Career Institute	21	33.6415	-84.0131
Atlanta Technical College	11	33.712	-84.405
Point University	32	33.6854	-84.4748
Atlanta Metropolitan State College	11	33.7089	-84.4047
